id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
CLI00144,Benjelloun,Aziz,aziz_benjelloun76@gmail.com,1992-03-15,male,Agadir,0791545226,2025-12-04,Direct
CLI00747,Benali,Nabil,nabil.benali@yahoo.fr,1995-08-02,m,Fès,0757744916,2026-04-05,Google SEO
CLI04400,Chakir,Sara,sara-chakir@menara.ma,2000-08-22,0,Oujda,0635248807,2024-11-14,Instagram
CLI01931,Fennich,Latifa,latifafennich@menara.ma,1976-12-23,f,El Jadida,0674420540,2023-10-30,TikTok
CLI02548,Benkirane,Salma,salma.benkirane65@yahoo.fr,1890-01-01,0,RABAT,0743784710,2025-02-22,Direct
CLI03523,El Ouafi,Karim,karimelouafi@gmail.com,1987-09-12,1,Meknès,0748567868,2024-02-15,TV
CLI00111,Boulahia,Manal,manal_boulahia@hotmail.com,1969-12-18,F,Béni Mellal,0656465193,2023-02-07,TV
CLI95742,Bouazza,Youssef,youssef-bouazza64@menara.ma,1995-09-04,1,tetouan,0728396324,2024-09-21,Direct
CLI99869,El Hajjaji,Rania,rania-elhajjaji@outlook.com,1963-12-24,f,Fès,0742462712,2023-02-16,Email
CLI02214,El Ouafi,Adil,adil.elouafi64@menara.ma,1996-12-05,1,Rabat,0707438203,2024-08-10,TV
CLI01252,Drissi,Houssam,houssam.drissi@outlook.com,1951-05-28,1,Casablanca,0614971103,2023-11-26,Affichage
CLI00742,Benkirane,Khadija,khadija-benkirane@yahoo.fr,1955-01-31,F,Nador,0664625540,2023-09-28,Facebook
CLI03359,Saidi,Driss,drisssaidi@gmail.com,1999-02-24,M,Kenitra,0776520562,2026-01-12,Facebook
CLI01014,Ouazzani,Omar,omarouazzani@outlook.com,1968-02-19,M,Agadir,0697499507,2024-08-17,Google SEO
CLI02360,Boulahia,Khalid,khalid-boulahia@menara.ma,1974-04-09,H,Kenitra,0669328940,2024-06-29,Instagram
CLI04262,Benali,Sara,sarabenali63@outlook.com,1970-04-26,F,Safi,0662184817,2023-11-14,Direct
CLI01762,El Mansouri,Issam,issam-elmansouri@gmail.com,1981-06-23,M,Casablanca,0609966763,2025-10-08,Direct
CLI02069,Saidi,Mariam,mariam.saidi1@menara.ma,1989-05-28,f,Rabat,0737380131,2024-12-25,Affichage
CLI02181,Bakkali,Yasmine,yasminebakkali@menara.ma,1945-12-21,f,Safi,0729148356,2022-04-20,TikTok
CLI03048,El Hamdouchi,Brahim,brahimelhamdouchi@gmail.com,1978-02-11,Homme,Meknès,0748943380,2022-12-15,TikTok
CLI01408,Belkadi,Mohammed,mohammed-belkadi@outlook.com,1991-02-03,Homme,Tanger,0636999528,2024-09-30,TikTok
CLI04245,El Hajjaji,Mustapha,mustapha_elhajjaji72@menara.ma,1949-11-20,male,Rabat,0609319938,2022-10-14,TV
CLI01025,Naciri,Mustapha,mustapha-naciri42@menara.ma,1954-05-22,male,Tanger,0767292543,2025-05-14,TikTok
CLI00055,El Amrani,Omar,omar_elamrani@outlook.com,1947-07-16,male,Casablanca,0761497840,2023-06-17,Email
CLI04692,Bouyahia,Fatima,fatima.bouyahia24@hotmail.com,1961-07-25,Femme,El Jadida,0756625282,2025-09-08,TikTok
CLI00780,Oulhaj,Rachid,rachidoulhaj94@menara.ma,2015-06-01,male,Kenitra,0762258660,2023-06-13,TikTok
CLI02599,El Amrani,Rim,rim-elamrani@hotmail.com,1986-03-30,female,Meknès,0740307505,2025-05-22,TV
CLI04828,Berrada,Naima,naima.berrada@hotmail.com,1951-10-11,f,marrakesh,0683586558,2023-10-13,Instagram
CLI02392,Belkadi,Mustapha,mustapha_belkadi@hotmail.com,2003-10-05,m,OUJDA,0747414124,2025-02-27,Google SEO
CLI03784,Cherkaoui,Hafida,hafida-cherkaoui@outlook.com,1983-09-10,F,Rabat,0664249148,2025-10-17,TikTok
CLI01363,Tahiri,Nassim,nassim.tahiri@outlook.com,2004-05-09,m,Tétouan,0678844790,2025-02-10,TV
CLI02039,Lamrani,Aziz,aziz_lamrani@hotmail.com,1947-11-04,Homme,Safi,0762220834,2025-06-11,Influenceur
CLI02981,Belkadi,Younes,younes-belkadi@gmail.com,1962-06-29,m,Casablanca,0689098308,2025-09-03,Direct
CLI04715,Lahlou,Younes,younes-lahlou12@gmail.com,1999-05-27,m,Rabat,0655001792,2025-10-24,Facebook
CLI03373,Kettani,Rim,rimkettani@menara.ma,1986-11-06,F,Meknès,0750660116,2022-12-19,TikTok
CLI02130,El Azzouzi,Brahim,brahim-elazzouzi84@hotmail.com,1970-09-09,male,Meknès,0615953384,2023-01-07,Instagram
CLI00711,Ziani,Houda,houda_ziani@yahoo.fr,2002-03-30,0,Fès,0642175188,2026-04-25,Direct
CLI03180,Benjelloun,Soufiane,soufianebenjelloun@hotmail.com,1953-11-03,1,Tnja,0611135492,2022-03-30,TikTok
CLI02885,Tazi,Souad,souad.tazi@gmail.com,1992-10-28,f,Nador,0673855555,2025-12-29,Google SEO
CLI04560,El Bakkali,Walid,walid-elbakkali@yahoo.fr,1980-07-05,male,Agadir,0646840894,2026-04-17,Google SEO
CLI04142,Bouyahia,Zineb,zineb.bouyahia@yahoo.fr,1946-04-04,0,NADOR,0625157538,2022-07-08,Google SEO
CLI00081,Fennich,Salma,salma-fennich@yahoo.fr,2000-10-23,f,Safi,0621655852,2022-11-02,Email
CLI01878,Rhazouani,Imane,imane-rhazouani@yahoo.fr,1996-02-20,Femme,Oujda,0798762295,2025-08-14,Direct
CLI00188,El Hamdouchi,Oumaima,oumaimaelhamdouchi86@menara.ma,2001-12-31,f,Agadir,0631491357,2024-06-23,Direct
CLI01472,El Azzouzi,Dounia,dounia_elazzouzi@yahoo.fr,1980-12-04,female,Kenitra,0626489710,2025-02-20,Google SEO
CLI04028,El Khamlichi,Younes,younes-elkhamlichi@menara.ma,2015-06-01,M,Safi,0681352462,2023-02-02,Recommandation
CLI00857,Bouazza,Jamal,jamal_bouazza@menara.ma,1981-06-13,m,Kenitra,0753595205,2025-05-10,Influenceur
CLI03121,Ksikes,Ghita,ghita-ksikes85@hotmail.com,1952-12-02,f,Kenitra,0644173098,2024-05-07,Instagram
CLI01873,Ouazzani,Hind,hind.ouazzani@hotmail.com,2007-05-12,Femme,Tanger,0645840892,2026-01-29,Facebook
CLI02528,Ziani,Reda,reda_ziani@outlook.com,2004-03-16,1,Tétouan,0696701552,2024-05-15,Facebook
CLI02285,Oulhaj,Oumaima,oumaima.oulhaj52@menara.ma,1967-11-12,f,Meknès,0716765599,2025-02-10,TV
CLI03082,Ksikes,Manal,manal.ksikes14@hotmail.com,1990-02-14,F,Casablanca,0772925783,2023-05-20,Influenceur
CLI03656,Bouyahia,Brahim,brahim-bouyahia@gmail.com,2015-06-01,M,Meknès,0710844760,2025-07-21,Direct
CLI01622,Belkadi,Latifa,latifa.belkadi@hotmail.com,1971-08-09,f,Taza,0621824140,2026-02-14,Affichage
CLI03796,Bensouda,Hajar,hajar_bensouda95@yahoo.fr,2005-03-18,female,Agadir,0677901715,2024-09-30,Recommandation
CLI02968,Ziani,Rabha,rabhaziani93@hotmail.com,1960-12-22,0,Fès,0679047421,2025-12-25,Facebook
CLI99543,El Amrani,Fatima,fatima_elamrani@outlook.com,1959-10-24,F,Casablanca,0684895543,2022-05-21,TV
CLI02105,Chraibi,Mehdi,mehdi-chraibi@yahoo.fr,2015-06-01,M,Meknès,0716295064,2023-10-28,Instagram
CLI04353,Belkadi,Younes,@sansdomaine,2001-02-25,m,Safi,0640214099,2025-10-14,Instagram
CLI02017,Benkirane,Nadia,nadiabenkirane@outlook.com,2009-03-20,female,Marrakech,0610265576,2025-01-06,Recommandation
CLI02469,Fennich,Rachid,rachid_fennich@menara.ma,1952-01-02,male,KENITRA,0602415517,2022-08-20,TikTok
CLI01299,El Andaloussi,Zakaria,zakaria_elandaloussi87@menara.ma,1965-09-11,1,Taza,0666028413,2024-04-20,Influenceur
CLI02597,El Ouafi,Hicham,hicham-elouafi@hotmail.com,1976-07-27,1,kénitra,0697855179,2023-06-14,Instagram
CLI04314,El Fassi,Souad,souad.elfassi@menara.ma,1994-02-06,Femme,Safi,0748063446,2024-07-29,Affichage
CLI02512,Bakkali,Rania,raniabakkali@gmail.com,2004-06-29,Femme,meknès,0646369199,2023-09-30,Instagram
CLI00501,Kettani,Ilyas,ilyas-kettani@menara.ma,1945-11-23,Homme,Béni Mellal,0676619128,2025-07-23,Recommandation
CLI02137,Drissi,Rabha,rabha_drissi86@gmail.com,1979-03-15,female,Béni Mellal,0635948224,2023-04-30,TikTok
CLI04727,El Ouafi,Mehdi,mehdielouafi@hotmail.com,1951-08-16,1,El Jadida,0705708109,2023-05-31,Instagram
CLI04983,Idrissi,Kawtar,kawtar.idrissi@menara.ma,1978-04-09,female,Tétouan,0793810210,2025-10-21,Facebook
CLI02845,Berrada,Naima,naima_berrada10@hotmail.com,1995-05-13,female,Béni Mellal,0718208086,2025-12-28,Instagram
CLI01722,Bensouda,Salma,salmabensouda@menara.ma,1961-02-21,0,Casablanca,0760669610,2022-10-08,Influenceur
CLI02557,El Azzouzi,Imane,imane_elazzouzi@menara.ma,1974-06-08,0,Taza,0655830035,2023-02-24,Affichage
CLI02309,Fennich,Amine,aminefennich@hotmail.com,2007-06-02,H,TANGER,0631759145,2022-11-03,Google SEO
CLI04107,Chakir,Adil,adil.chakir@menara.ma,1983-06-03,male,Tétouan,0732217841,2024-11-11,TikTok
CLI03672,Boulahia,Najat,najat-boulahia@outlook.com,2009-11-06,Femme,Marrakech,0610344694,2023-06-16,Email
CLI02529,Filali,Nadia,nadiafilali@yahoo.fr,1963-09-12,F,TANGER,0716832022,2025-03-27,Direct
CLI01233,Idrissi,Karim,karimidrissi@yahoo.fr,1975-04-13,Homme,Rabat,0618722824,2022-06-27,Direct
CLI02421,Oulhaj,Salma,salma-oulhaj@yahoo.fr,1953-02-02,female,Casablanca,0752235079,2023-04-25,TV
CLI00512,El Azzouzi,Rabha,rabha_elazzouzi@yahoo.fr,1890-01-01,female,Oujda,0660914985,2024-04-27,Instagram
CLI01493,Chakir,Nour,nour.chakir@hotmail.com,1999-05-01,F,Casablanca,0763256732,2023-09-17,Facebook
CLI02400,Alaoui,Mustapha,mustapha.alaoui40@yahoo.fr,1961-11-08,m,kénitra,0799638744,2024-07-09,Direct
CLI01765,Ouazzani,Ilyas,ilyas.ouazzani@gmail.com,1968-01-29,H,Meknès,0725478009,2025-05-06,TikTok
CLI04011,El Moussaoui,Aziz,aziz-elmoussaoui12@hotmail.com,1890-01-01,M,Fès,0635901818,2024-10-30,Instagram
CLI01696,Mernissi,Reda,reda.mernissi@gmail.com,1971-07-14,Homme,Meknès,0728868879,2026-01-23,Facebook
CLI00970,Tahiri,Mohammed,mohammed-tahiri@hotmail.com,1976-04-02,M,El Jadida,0694477269,2022-08-10,Google SEO
CLI04758,El Mansouri,Zakaria,zakaria-elmansouri@menara.ma,1963-01-23,1,MEKNES,0753473835,2025-12-07,Facebook
CLI00858,Errami,Zineb,zineb.errami@gmail.com,1955-08-13,Femme,Oujda,0703784233,2023-11-14,TV
CLI02964,El Khamlichi,Simo,simoelkhamlichi48@gmail.com,1981-05-24,1,Meknès,0732549660,2022-04-26,Direct
CLI00333,Guerrouj,Samir,samirguerrouj@outlook.com,1970-05-31,m,Meknès,0677674996,2024-04-09,Instagram
CLI03361,Drissi,Ahmed,ahmed_drissi@gmail.com,1951-11-30,male,Oujda,0666774818,2025-12-01,TV
CLI00700,Oulhaj,Nour,nour-oulhaj@outlook.com,1979-12-19,Femme,Tétouan,0796111102,2025-06-09,Affichage
CLI04105,Benomar,Walid,walidbenomar47@gmail.com,2008-10-09,m,Marrakech,0795755526,2026-04-21,Influenceur
CLI01412,El Moussaoui,Karim,karim-elmoussaoui@gmail.com,1972-12-21,M,Tanger,0755559502,2022-07-27,Influenceur
CLI04295,Belkadi,Malika,malika_belkadi@outlook.com,1968-07-22,F,El Jadida,0651065688,2025-08-29,Influenceur
CLI02253,Benjelloun,Rabha,rabha.benjelloun83@yahoo.fr,1948-09-06,0,Agadir,0627702604,2024-04-01,TV
CLI02983,El Ouafi,Zakaria,zakaria-elouafi@hotmail.com,1957-02-17,m,Kenitra,0658877968,2024-04-05,Google SEO
CLI00103,Boulahia,Rim,rimboulahia71@gmail.com,2015-06-01,female,Kenitra,0721182339,2026-03-27,Affichage
CLI03497,Bouazza,Zineb,zineb.bouazza@yahoo.fr,1948-09-21,f,Meknès,0796442216,2022-04-11,TV
CLI04988,Chakir,Nour,nour.chakir@yahoo.fr,1959-01-10,female,Kenitra,0780328214,2022-08-21,Facebook
CLI03875,Alaoui,Walid,walid.alaoui60@outlook.com,1949-04-30,1,el jadida,0751540328,2022-11-17,TV
CLI03273,Benomar,Zineb,zineb-benomar@yahoo.fr,1965-04-11,Femme,Oujda,0667453396,2023-09-13,Facebook
CLI01329,Naciri,Anass,anassnaciri@hotmail.com,1947-02-08,H,Béni Mellal,0795629179,2025-06-13,Influenceur
CLI96996,Ouazzani,Ayoub,ayoub.ouazzani@outlook.com,1952-01-08,M,Marrakech,0600001330,2023-07-08,Facebook
CLI03002,El Azzouzi,Ilham,ilham_elazzouzi@menara.ma,2008-10-27,female,meknès,0628923437,2025-04-26,Instagram
CLI03467,El Ghazi,Mariam,mariam_elghazi@hotmail.com,1975-07-17,female,El Jadida,0772797280,2024-10-25,TV
CLI00986,Tazi,Zakaria,zakaria_tazi@gmail.com,1993-09-18,M,MEKNES,0766562241,2026-04-24,TV
CLI04399,Belkadi,Meryem,meryem_belkadi98@hotmail.com,1972-12-09,Femme,BENI MELLAL,0744690246,2025-04-07,Influenceur
CLI01793,Bakkali,Siham,siham-bakkali@menara.ma,1973-04-21,F,tng,0676543999,2022-07-11,Recommandation
CLI04104,El Ouafi,Kawtar,kawtar.elouafi@gmail.com,1960-01-15,f,BENI MELLAL,0701835784,2025-04-27,Instagram
CLI02282,El Fassi,Widad,widad_elfassi@yahoo.fr,1994-02-04,Femme,meknès,0627222155,2024-02-23,Email
CLI03842,Oulhaj,Rim,rim-oulhaj@gmail.com,1986-12-26,female,EL JADIDA,0616307335,2026-04-02,TV
CLI00554,El Andaloussi,Hicham,hicham_elandaloussi@yahoo.fr,2009-06-28,M,Fès,0673034615,2022-09-17,Influenceur
CLI03219,Ouazzani,Driss,driss.ouazzani9@hotmail.com,1999-12-07,m,Marrakech,0740327415,2025-11-21,Recommandation
CLI00476,Ziani,Fatima,fatima_ziani12@outlook.com,1985-11-05,F,Nador,0640104145,2022-06-22,TV
CLI02418,Lahlou,Imane,imane-lahlou@outlook.com,1979-05-25,f,Marrakech,0757314926,2023-02-15,Influenceur
CLI00204,Fennich,Walid,walid.fennich65@yahoo.fr,1996-07-27,Homme,Béni Mellal,0789476973,2025-09-04,TikTok
CLI01670,Drissi,Ayoub,ayoub_drissi@yahoo.fr,1890-01-01,M,El Jadida,0669298738,2024-04-21,Influenceur
CLI00435,Tazi,Nassim,nassim_tazi73@hotmail.com,2002-05-18,m,Kenitra,0627868669,2022-06-29,Recommandation
CLI03124,El Fassi,Sara,saraelfassi@hotmail.com,1955-08-06,0,Kenitra,0637557378,2024-11-28,TikTok
CLI02422,Chraibi,Latifa,latifa_chraibi78@hotmail.com,2006-10-27,Femme,Meknès,0633429950,2022-12-26,Affichage
CLI02997,Bouyahia,Hajar,hajar-bouyahia@gmail.com,1976-02-23,f,Tétouan,0770414588,2022-07-02,Influenceur
CLI03163,Bakkali,Laila,lailabakkali@gmail.com,1956-06-27,female,marrakech,0640116280,2025-03-24,Instagram
CLI00394,Cherkaoui,Manal,manal_cherkaoui83@hotmail.com,2004-08-14,Femme,Béni Mellal,0635533803,2024-09-18,Email
CLI04641,El Amrani,Malika,malika-elamrani@hotmail.com,1953-02-04,f,Meknès,0615273818,2026-03-14,TikTok
CLI03840,El Amrani,Soufiane,soufiane_elamrani@gmail.com,1963-05-23,Homme,Casablanca,0700878132,2025-04-24,TV
CLI03488,El Hamdouchi,Rim,rimelhamdouchi68@hotmail.com,2007-09-26,Femme,Tétouan,0614821991,2023-07-05,Facebook
CLI01693,Idrissi,Mehdi,mehdiidrissi@menara.ma,1972-09-02,H,casa,0644666694,2026-01-18,Affichage
CLI04771,El Bakkali,Mohammed,mohammed-elbakkali@menara.ma,1995-11-22,m,Rabat,0618462982,2024-11-08,Google SEO
CLI02521,Benjelloun,Mariam,mariam.benjelloun41@hotmail.com,1987-07-29,F,Oujda,0613760720,2025-03-30,Email
CLI04719,Lamrani,Souad,souad.lamrani@menara.ma,1960-02-04,F,EL JADIDA,0792129591,2023-04-14,Influenceur
CLI00104,Mernissi,Rania,rania.mernissi@yahoo.fr,1951-08-05,0,Nador,0601666870,2022-07-01,Google SEO
CLI00718,El Azzouzi,Yasmine,incomplet,1993-04-05,f,Oujda,0768142983,2026-02-03,Instagram
CLI04599,Bouyahia,Ahmed,ahmedbouyahia79@hotmail.com,1947-03-12,M,Meknès,0730203315,2026-01-08,Recommandation
CLI02626,El Andaloussi,Fouad,fouadelandaloussi35@yahoo.fr,1952-11-26,1,Meknès,0638455450,2024-11-16,Instagram
CLI04856,Berrada,Younes,younes-berrada24@hotmail.com,1968-02-03,Homme,Taza,0622333484,2023-03-06,Influenceur
CLI02782,Hajji,Houda,houda.hajji@hotmail.com,2007-02-22,female,Nador,0761651758,2024-09-06,Influenceur
CLI03227,El Hamdouchi,Rania,raniaelhamdouchi@hotmail.com,1997-06-16,f,Kenitra,0631265281,2022-12-17,Google SEO
CLI04743,Guerrouj,Khadija,khadija_guerrouj@yahoo.fr,1956-02-09,female,Béni Mellal,0631682077,2024-09-12,Affichage
CLI01157,Tahiri,Zineb,zinebtahiri58@outlook.com,1975-11-06,Femme,Rabat,0761368149,2024-07-19,Affichage
CLI04643,El Ghazi,Siham,siham.elghazi26@outlook.com,1890-01-01,F,Safi,0707085194,2024-10-01,Instagram
CLI02416,Hajji,Rabha,rabhahajji@yahoo.fr,1985-05-20,female,Rabat,0786870375,2025-07-16,TikTok
CLI00423,El Ghazi,Mariam,mariam-elghazi@yahoo.fr,1998-12-04,female,marrakesh,0631290148,2022-10-10,Direct
CLI03251,Bensouda,Oumaima,oumaima.bensouda@menara.ma,1984-05-06,female,Kenitra,0641121261,2023-03-20,Google SEO
CLI00744,Benjelloun,Nassim,nassim_benjelloun@yahoo.fr,1992-09-14,H,Agadir,0640433335,2022-06-22,Email
CLI02175,El Andaloussi,Walid,walid-elandaloussi36@outlook.com,2009-07-28,H,Tanger,0733602731,2022-12-25,TikTok
CLI04244,Ziani,Nassim,nassimziani13@hotmail.com,1955-05-07,male,Taza,0636036082,2024-09-19,Direct
CLI00380,Chraibi,Sanaa,sanaachraibi@outlook.com,1999-11-30,Femme,Meknès,0677805292,2022-06-02,Recommandation
CLI04529,El Ouafi,Simo,simo_elouafi59@hotmail.com,1997-11-28,Homme,Fès,0643411825,2025-01-16,Instagram
CLI04318,Guerrouj,Badr,badrguerrouj76@menara.ma,1890-01-01,m,Rabat,0628013327,2026-02-22,Affichage
CLI04327,Benali,Ahmed,ahmed-benali78@outlook.com,1963-10-18,M,Oujda,0721497421,2024-05-12,Google SEO
CLI02822,Fennich,Houssam,houssam-fennich82@yahoo.fr,1946-04-09,1,Rabat,0657021168,2024-12-13,Influenceur
CLI01905,Alaoui,Othmane,othmane.alaoui@hotmail.com,1950-01-06,Homme,Meknès,0795450857,2022-07-04,Google SEO
CLI01669,Belkadi,Hamid,hamid_belkadi@hotmail.com,1970-11-29,m,Agadir,0649988782,2023-07-31,TV
CLI01135,Bakkali,Jamal,jamal_bakkali@menara.ma,1978-06-06,Homme,Safi,0649793998,2024-02-16,Instagram
CLI01282,Alaoui,Hajar,hajar_alaoui@gmail.com,1977-08-21,f,Kenitra,0694419147,2024-12-14,TV
CLI01067,Rhazouani,Naima,naima_rhazouani@outlook.com,1984-01-29,f,Fès,0639744088,2025-08-04,Google SEO
CLI96936,Chakir,Yasmine,yasmine_chakir@hotmail.com,1998-01-21,Femme,El Jadida,0776581799,2022-06-01,Recommandation
CLI01466,Benkirane,Hassan,hassanbenkirane50@gmail.com,2007-01-26,m,Rabat,0705554654,2022-12-04,Facebook
CLI01041,Mernissi,Nassim,nassim.mernissi@yahoo.fr,1969-05-05,Homme,Rabat,0670486186,2025-07-23,Direct
CLI00891,Moussaoui,Nadia,nadia.moussaoui93@yahoo.fr,1976-04-08,F,Agadir,0740919693,2024-05-31,TV
CLI02269,El Ouafi,Sara,sara-elouafi6@hotmail.com,1974-01-24,F,Oujda,0622874995,2023-10-12,Affichage
CLI02158,Benomar,Walid,walid.benomar@gmail.com,1996-05-19,Homme,Nador,0660489098,2024-09-05,TikTok
CLI03071,Tahiri,Hafida,hafida_tahiri@outlook.com,1986-02-08,f,FES,0670249914,2023-12-21,Instagram
CLI03733,Bouazza,Widad,widadbouazza@hotmail.com,1959-07-15,f,Rabat,0798568421,2023-11-01,Facebook
CLI04650,Chraibi,Amine,amine-chraibi@outlook.com,2008-12-20,1,Tétouan,0612286835,2025-07-11,Instagram
CLI03127,El Azzouzi,Meryem,meryem-elazzouzi59@hotmail.com,1980-08-10,f,Béni Mellal,0668686630,2023-12-03,Direct
CLI00370,Ouazzani,Rabha,rabha_ouazzani@yahoo.fr,1992-02-25,female,Tanger,0603880653,2024-04-06,Email
CLI03130,Lamrani,Loubna,loubnalamrani13@menara.ma,1961-11-05,female,Agadir,0664465923,2025-12-01,TV
CLI02457,El Ghazi,Ghita,ghita.elghazi@menara.ma,1952-03-01,f,Casablanca,0731641199,2024-07-27,Instagram
CLI04151,Tahiri,Hassan,hassan-tahiri@outlook.com,1947-12-28,m,Tétouan,0690750433,2023-04-17,Instagram
CLI02439,El Ouafi,Dounia,douniaelouafi@gmail.com,1971-02-10,Femme,Casablanca,0690266237,2025-11-17,Direct
CLI03138,El Hajjaji,Oumaima,oumaima-elhajjaji@hotmail.com,1984-01-15,0,Kenitra,0723422342,2024-06-11,Facebook
CLI03444,Chraibi,Simo,simo_chraibi62@hotmail.com,2000-05-20,1,Tanger,0651490333,2022-12-06,Instagram
CLI01890,Benali,Houssam,houssambenali54@outlook.com,1987-01-12,m,Tanger,0662247892,2024-02-08,Facebook
CLI03424,El Fassi,Nassim,nassim_elfassi@hotmail.com,2008-02-03,M,Kenitra,0757393974,2023-05-28,Facebook
CLI00244,Bakkali,Karim,karimbakkali@gmail.com,1967-08-01,Homme,Rabat,0664474212,2025-07-09,Email
CLI01922,El Hamdouchi,Loubna,loubna_elhamdouchi99@outlook.com,1972-01-30,female,Tanger,0787837921,2023-08-22,Email
CLI02573,Bensouda,Samira,samira-bensouda@yahoo.fr,2000-10-08,F,Casablanca,0766303633,2022-11-09,Affichage
CLI02286,Benkirane,Manal,manalbenkirane24@outlook.com,1993-01-29,Femme,dar beida,0714370434,2023-02-12,Facebook
CLI90171,El Moussaoui,Hassan,hassan_elmoussaoui@yahoo.fr,1966-08-09,Homme,Agadir,0743311647,2023-03-20,Affichage
CLI00175,Ziani,Driss,driss.ziani@hotmail.com,1958-03-26,male,Fès,0735160917,2024-02-17,Direct
CLI02077,El Mansouri,Fouad,fouadelmansouri@hotmail.com,1977-08-16,H,NADOR,0667812883,2026-02-28,Direct
CLI01353,Belkadi,Rachid,rachidbelkadi@menara.ma,1998-08-12,Homme,Tanger,0709656882,2022-12-28,Influenceur
CLI00018,El Ghazi,Simo,simoelghazi@outlook.com,1991-06-10,M,Béni Mellal,0732870831,2025-09-25,Direct
CLI02856,Benjelloun,Jamal,jamal-benjelloun@gmail.com,1956-04-16,H,Safi,0784252467,2023-08-25,Instagram
CLI02497,El Khamlichi,Rachid,rachid-elkhamlichi@yahoo.fr,1983-08-17,male,Tnja,0616446684,2024-07-26,Direct
CLI02429,Bensouda,Abdellatif,abdellatif.bensouda2@gmail.com,1992-09-17,M,TANGER,0797693805,2023-08-30,Instagram
CLI04405,Rhazouani,Amine,amine.rhazouani@outlook.com,1976-11-23,M,Nador,0768576786,2022-11-08,Email
CLI03561,Oulhaj,Khadija,khadija_oulhaj@gmail.com,1999-10-14,female,Meknès,0651073851,2025-02-17,TikTok
CLI02542,Chakir,Anass,anass-chakir@outlook.com,1990-10-24,1,TAZA,0728807366,2025-05-12,Recommandation
CLI00224,Rhazouani,Nadia,nadia-rhazouani@menara.ma,1990-07-02,female,Casablanca,0602203173,2025-09-17,Instagram
CLI04222,Idrissi,Sanaa,sanaa_idrissi@gmail.com,1960-08-18,f,AGADIR,0607643263,2023-12-04,Instagram
CLI04873,Moussaoui,Ahmed,ahmed.moussaoui@yahoo.fr,1964-04-23,1,Fès,0642036671,2024-01-05,Recommandation
CLI04713,Ouazzani,Samir,samirouazzani90@hotmail.com,1978-12-10,m,Tétouan,0773637599,2023-10-06,TikTok
CLI03164,Drissi,Zakaria,zakaria-drissi@hotmail.com,1996-07-19,m,El Jadida,0677218890,2022-09-26,Influenceur
CLI00635,Lamrani,Khadija,khadija_lamrani@outlook.com,1986-09-25,female,Agadir,0715122946,2023-02-26,Facebook
CLI03927,Benhaddou,Dounia,dounia-benhaddou@gmail.com,2006-01-18,Femme,Meknès,0619167710,2025-01-03,Affichage
CLI04229,Bensouda,Hassan,hassan_bensouda@menara.ma,1998-10-26,male,Safi,0610938882,2026-02-28,TV
CLI02590,Errami,Latifa,latifa.errami49@yahoo.fr,1969-03-02,f,Béni Mellal,0792085151,2023-03-07,Facebook
CLI03766,El Khamlichi,Fouad,fouad.elkhamlichi@outlook.com,1986-10-06,H,El Jadida,0752405416,2024-09-02,Affichage
CLI00738,Zeroual,Hafida,hafida.zeroual@yahoo.fr,2004-08-21,female,Tanger,0736551584,2026-01-21,Affichage
CLI01438,El Hamdouchi,Ayoub,ayoub.elhamdouchi@outlook.com,1969-05-25,H,Taza,0763565418,2023-06-21,Google SEO
CLI02899,El Azzouzi,Khalid,khalid.elazzouzi2@yahoo.fr,2006-08-15,H,Safi,0720796199,2026-04-04,Google SEO
CLI04232,Ksikes,Issam,issam_ksikes28@outlook.com,1985-11-14,H,Taza,0639597577,2024-01-28,Affichage
CLI00529,Alaoui,Houda,houda.alaoui@menara.ma,1993-07-05,female,Casablanca,0758108358,2024-03-16,Email
CLI04214,Hajji,Yasmine,yasmine-hajji35@gmail.com,1956-12-15,0,Tétouan,0725292420,2024-05-30,TV
CLI01911,Ouazzani,Jamal,jamal-ouazzani@gmail.com,2008-08-25,male,Casablanca,0795760188,2022-10-01,Email
CLI01828,Belkadi,Simo,simo.belkadi56@menara.ma,1960-11-09,H,Taza,0727622368,2022-08-10,Email
CLI01264,Fennich,Riad,riadfennich@yahoo.fr,1998-08-02,H,El Jadida,0746614477,2025-02-15,Influenceur
CLI02795,Chraibi,Hicham,hicham-chraibi@gmail.com,1951-08-01,1,El Jadida,0717403530,2022-06-07,Google SEO
CLI00036,Benali,Nour,nour-benali@hotmail.com,2008-07-28,f,Oujda,0627484677,2025-09-11,Email
CLI01728,El Andaloussi,Khalid,khalid-elandaloussi87@menara.ma,2015-06-01,m,Tanger,0656028586,2023-02-20,TV
CLI02125,Tazi,Rania,rania.tazi@outlook.com,1987-10-26,female,Kenitra,0648088611,2026-03-03,Facebook
CLI04326,Bakkali,Adil,adilbakkali@menara.ma,1979-11-26,H,Béni Mellal,0684513029,2025-10-05,TV
CLI02306,Chakir,Adil,adil-chakir@yahoo.fr,1978-12-17,H,Oujda,0634307182,2022-07-03,Instagram
CLI01979,Ksikes,Rim,rimksikes@menara.ma,1976-09-27,F,Tanger,0652390605,2025-03-12,Influenceur
CLI00487,Naciri,Aicha,aicha_naciri59@menara.ma,1965-12-21,female,Rabat,0728498247,2022-06-28,Recommandation
